Timestamp,Condition,HeartRate,CognitiveLoad,Attention,Relaxation,leftPupilDialation,rightPupilDialation,collidingObject,AF3,AF4,FP1,FP2,AF7,AF8,
20/07/2022 1:12:47 p.m.:120,CaliberationScene,30,0.06726607,0.5241747,0.2744539,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.5,-0.459840536117554,-0.431717365980148,-0.490763515233994,-0.5,
20/07/2022 1:12:47 p.m.:151,CaliberationScene,30,0.06682207,0.5241747,0.2744539,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.5,-0.451007276773453,-0.459766030311584,-0.426634103059769,-0.490708231925964,
20/07/2022 1:12:47 p.m.:177,CaliberationScene,30,0.06682207,0.5128713,0.2701473,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.5,-0.451007276773453,-0.459766030311584,-0.426634103059769,-0.490708231925964,
20/07/2022 1:12:47 p.m.:207,CaliberationScene,30,0.06682207,0.5128713,0.2701473,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.5,-0.451007276773453,-0.459766030311584,-0.426634103059769,-0.490708231925964,
20/07/2022 1:12:47 p.m.:230,CaliberationScene,30,0.06682207,0.5128713,0.2701473,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.5,-0.451007276773453,-0.431796193122864,-0.379268109798431,-0.432554185390472,
20/07/2022 1:12:47 p.m.:268,CaliberationScene,30,0.06682207,0.5128713,0.2701473,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.402629971504211,-0.40165439248085,-0.431796193122864,-0.379268109798431,-0.432554185390472,
20/07/2022 1:12:47 p.m.:290,CaliberationScene,30,0.06682207,0.5060429,0.2817259,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.402629971504211,-0.40165439248085,-0.431796193122864,-0.379268109798431,-0.432554185390472,
20/07/2022 1:12:47 p.m.:311,CaliberationScene,30,0.06682207,0.5060429,0.2817259,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.402629971504211,-0.40165439248085,-0.431796193122864,-0.379268109798431,-0.432554185390472,
20/07/2022 1:12:47 p.m.:333,CaliberationScene,30,0.06682207,0.5060429,0.2817259,4.114883,4.083984,teleport_marker_mesh,-0.5,-0.402629971504211,-0.40165439248085,-0.39135554432869,-0.326152145862579,-0.387828558683395,
20/07/2022 1:12:47 p.m.:376,CaliberationScene,30,0.06637806,0.5060429,0.2817259,4.114883,4.083984,teleport_marker_mesh,-0.460175693035126,-0.212270021438599,-0.388040393590927,-0.39135554432869,-0.326152145862579,-0.387828558683395,
20/07/2022 1:12:47 p.m.:398,CaliberationScene,30,0.06682207,0.5022576,0.2982328,4.114883,4.083984,teleport_marker_mesh,-0.460175693035126,-0.212270021438599,-0.388040393590927,-0.39135554432869,-0.326152145862579,-0.387828558683395,
20/07/2022 1:12:47 p.m.:430,CaliberationScene,30,0.06682207,0.5022576,0.2982328,4.114883,4.083984,teleport_marker_mesh,-0.460175693035126,-0.212270021438599,-0.388040393590927,-0.327608019113541,-0.233940348029137,-0.407154351472855,
20/07/2022 1:12:47 p.m.:456,CaliberationScene,30,0.06682207,0.5022576,0.2982328,4.114883,4.083984,teleport_marker_mesh,-0.403744071722031,-0.270024597644806,-0.354843556880951,-0.327608019113541,-0.233940348029137,-0.407154351472855,
20/07/2022 1:12:47 p.m.:484,CaliberationScene,30,0.06682207,0.5022576,0.2982328,4.114883,4.083984,teleport_marker_mesh,-0.403744071722031,-0.270024597644806,-0.354843556880951,-0.327608019113541,-0.233940348029137,-0.407154351472855,
20/07/2022 1:12:47 p.m.:513,CaliberationScene,30,0.06682207,0.4924352,0.3095093,4.114883,4.083984,teleport_marker_mesh,-0.403744071722031,-0.270024597644806,-0.354843556880951,-0.327608019113541,-0.233940348029137,-0.407154351472855,
20/07/2022 1:12:47 p.m.:545,CaliberationScene,30,0.06682207,0.4924352,0.3095093,4.114883,4.083984,teleport_marker_mesh,-0.403744071722031,-0.270024597644806,-0.354843556880951,-0.117473721504211,-0.0561879947781563,-0.170138344168663,
20/07/2022 1:12:47 p.m.:577,CaliberationScene,30,0.06682207,0.4924352,0.3095093,4.114883,4.083984,teleport_marker_mesh,-0.203573554754257,-0.0734862089157104,-0.109164722263813,-0.117473721504211,-0.0561879947781563,-0.170138344168663,
20/07/2022 1:12:47 p.m.:624,CaliberationScene,30,0.06682207,0.4924352,0.3095093,4.114883,4.083984,teleport_marker_mesh,-0.203573554754257,-0.0734862089157104,-0.109164722263813,-0.117473721504211,-0.0561879947781563,-0.170138344168663,
20/07/2022 1:12:47 p.m.:644,CaliberationScene,30,0.06682207,0.4812825,0.3159723,4.114883,4.083984,teleport_marker_mesh,-0.203573554754257,-0.0734862089157104,-0.109164722263813,0.136246517300606,-0.0289476905018091,0.333606153726578,
20/07/2022 1:12:47 p.m.:664,CaliberationScene,30,0.06682207,0.4812825,0.3159723,4.114883,4.083984,teleport_marker_mesh,-0.0307727195322514,0.211877435445786,0.24286000430584,0.136246517300606,-0.0289476905018091,0.333606153726578,
20/07/2022 1:12:47 p.m.:686,CaliberationScene,30,0.06682207,0.4812825,0.3159723,4.114883,4.083984,teleport_marker_mesh,-0.0307727195322514,0.211877435445786,0.24286000430584,0.136246517300606,-0.0289476905018091,0.333606153726578,
20/07/2022 1:12:47 p.m.:710,CaliberationScene,30,0.06682207,0.4812825,0.3159723,4.114883,4.083984,teleport_marker_mesh,-0.0307727195322514,0.211877435445786,0.24286000430584,0.136246517300606,-0.0289476905018091,0.333606153726578,
20/07/2022 1:12:47 p.m.:743,CaliberationScene,30,0.06682207,0.4794457,0.3184014,4.114883,4.083984,teleport_marker_mesh,-0.0307727195322514,0.211877435445786,0.24286000430584,0.307678937911987,0.34445133805275,0.235177099704742,
20/07/2022 1:12:47 p.m.:772,CaliberationScene,30,0.06682207,0.4794457,0.3184014,4.114883,4.083984,teleport_marker_mesh,0.198925822973251,0.234996795654297,0.339889317750931,0.307678937911987,0.34445133805275,0.235177099704742,
20/07/2022 1:12:47 p.m.:793,CaliberationScene,30,0.06682207,0.4794457,0.3184014,4.114883,4.083984,teleport_marker_mesh,0.198925822973251,0.234996795654297,0.339889317750931,0.307678937911987,0.34445133805275,0.235177099704742,
20/07/2022 1:12:47 p.m.:821,CaliberationScene,30,0.06682207,0.4794457,0.3184014,4.114883,4.083984,teleport_marker_mesh,0.198925822973251,0.234996795654297,0.339889317750931,0.307678937911987,0.34445133805275,0.235177099704742,
20/07/2022 1:12:47 p.m.:842,CaliberationScene,30,0.06637806,0.4832067,0.3178951,4.114883,4.083984,teleport_marker_mesh,0.198925822973251,0.234996795654297,0.339889317750931,0.335337281227112,0.358398616313934,0.267167747020721,
20/07/2022 1:12:47 p.m.:884,CaliberationScene,30,0.06682207,0.4832067,0.3178951,4.114883,4.083984,teleport_marker_mesh,0.176397755742073,0.233971476554871,0.283752799034119,0.335337281227112,0.358398616313934,0.267167747020721,
20/07/2022 1:12:47 p.m.:915,CaliberationScene,30,0.06682207,0.4832067,0.3178951,4.114883,4.083984,teleport_marker_mesh,0.176397755742073,0.233971476554871,0.283752799034119,0.335337281227112,0.358398616313934,0.267167747020721,
20/07/2022 1:12:47 p.m.:949,CaliberationScene,30,0.06682207,0.4832067,0.3178951,4.114883,4.083984,teleport_marker_mesh,0.176397755742073,0.233971476554871,0.283752799034119,0.139808133244514,-0.0442796237766743,0.0302723981440067,
20/07/2022 1:12:47 p.m.:970,CaliberationScene,30,0.06682207,0.4811152,0.3239053,4.114883,4.083984,teleport_marker_mesh,0.143041878938675,0.186828553676605,0.0379015654325485,0.139808133244514,-0.0442796237766743,0.0302723981440067,
20/07/2022 1:12:47 p.m.:994,CaliberationScene,30,0.06682207,0.4811152,0.3239053,4.114883,4.083984,teleport_marker_mesh,0.143041878938675,0.186828553676605,0.0379015654325485,0.139808133244514,-0.0442796237766743,0.0302723981440067,
20/07/2022 1:12:48 p.m.:22,CaliberationScene,30,0.06682207,0.4811152,0.3239053,4.114883,4.083984,teleport_marker_mesh,0.143041878938675,0.186828553676605,0.0379015654325485,0.139808133244514,-0.0442796237766743,0.0302723981440067,
20/07/2022 1:12:48 p.m.:50,CaliberationScene,30,0.06682207,0.4811152,0.3239053,4.114883,4.083984,teleport_marker_mesh,0.143041878938675,0.186828553676605,0.0379015654325485,0.0773256421089172,0.214177057147026,0.182446673512459,
20/07/2022 1:12:48 p.m.:72,CaliberationScene,30,0.06637806,0.4643837,0.3340233,4.114883,4.083984,teleport_marker_mesh,0.0753466561436653,-0.0196505598723888,0.0700949653983116,0.0773256421089172,0.214177057147026,0.182446673512459,
20/07/2022 1:12:48 p.m.:102,CaliberationScene,30,0.06682207,0.4643837,0.3340233,4.114883,4.083984,teleport_marker_mesh,0.0753466561436653,-0.0196505598723888,0.0700949653983116,0.0773256421089172,0.214177057147026,0.182446673512459,
20/07/2022 1:12:48 p.m.:123,CaliberationScene,30,0.06682207,0.4643837,0.3340233,4.114883,4.083984,teleport_marker_mesh,0.0753466561436653,-0.0196505598723888,0.0700949653983116,0.0773256421089172,0.214177057147026,0.182446673512459,
20/07/2022 1:12:48 p.m.:156,CaliberationScene,30,0.06726607,0.4643837,0.3340233,4.114883,4.083984,teleport_marker_mesh,0.0753466561436653,-0.0196505598723888,0.0700949653983116,-0.0103303575888276,0.125367939472198,0.0326462723314762,
20/07/2022 1:12:48 p.m.:177,CaliberationScene,30,0.06682207,0.4570089,0.3387589,4.114883,4.083984,teleport_marker_mesh,-0.0331771746277809,-0.0234548039734364,0.00257700774818659,-0.0103303575888276,0.125367939472198,0.0326462723314762,
20/07/2022 1:12:48 p.m.:198,CaliberationScene,30,0.06637806,0.4570089,0.3387589,4.114883,4.083984,teleport_marker_mesh,-0.0331771746277809,-0.0234548039734364,0.00257700774818659,-0.0103303575888276,0.125367939472198,0.0326462723314762,
20/07/2022 1:12:48 p.m.:219,CaliberationScene,30,0.06682207,0.4570089,0.3387589,4.114883,4.083984,teleport_marker_mesh,-0.0331771746277809,-0.0234548039734364,0.00257700774818659,-0.0103303575888276,0.125367939472198,0.0326462723314762,
20/07/2022 1:12:48 p.m.:243,CaliberationScene,30,0.06682207,0.4570089,0.3387589,4.114883,4.083984,teleport_marker_mesh,-0.0331771746277809,-0.0234548039734364,0.00257700774818659,-0.0103303575888276,0.125367939472198,0.0326462723314762,
20/07/2022 1:12:48 p.m.:288,CaliberationScene,30,0.06682207,0.4570089,0.3387589,4.114883,4.083984,teleport_marker_mesh,-0.0331771746277809,-0.0234548039734364,0.00257700774818659,0.10589737445116,0.10221916437149,0.115937471389771,
20/07/2022 1:12:48 p.m.:308,CaliberationScene,30,0.06682207,0.4610268,0.3242237,4.114883,4.083984,teleport_marker_mesh,0.0626165643334389,0.0668544247746468,0.102236747741699,0.10589737445116,0.10221916437149,0.115937471389771,
20/07/2022 1:12:48 p.m.:331,CaliberationScene,30,0.06726607,0.4610268,0.3242237,4.114883,4.083984,teleport_marker_mesh,0.0626165643334389,0.0668544247746468,0.102236747741699,0.10589737445116,0.10221916437149,0.115937471389771,
20/07/2022 1:12:48 p.m.:354,CaliberationScene,30,0.06682207,0.4610268,0.3242237,4.114883,4.083984,teleport_marker_mesh,0.0626165643334389,0.0668544247746468,0.102236747741699,-0.0585543885827065,0.0348514914512634,0.0302431434392929,
20/07/2022 1:12:48 p.m.:378,CaliberationScene,30,0.06682207,0.4610268,0.3242237,-1,4.391754,teleport_marker_mesh,0.00973446760326624,0.113749518990517,0.0280947834253311,-0.0585543885827065,0.0348514914512634,0.0302431434392929,
20/07/2022 1:12:48 p.m.:399,CaliberationScene,30,0.06682207,0.4543608,0.2998822,-1,4.391754,teleport_marker_mesh,0.00973446760326624,0.113749518990517,0.0280947834253311,-0.0585543885827065,0.0348514914512634,0.0302431434392929,
20/07/2022 1:12:48 p.m.:445,CaliberationScene,30,0.06682207,0.4543608,0.2998822,-1,4.391754,teleport_marker_mesh,0.00973446760326624,0.113749518990517,0.0280947834253311,-0.0585543885827065,0.0348514914512634,0.0302431434392929,
20/07/2022 1:12:48 p.m.:467,CaliberationScene,30,0.06682207,0.4543608,0.2998822,-1,4.391754,teleport_marker_mesh,0.00973446760326624,0.113749518990517,0.0280947834253311,0.0815201103687286,0.101235866546631,0.06988425552845,
20/07/2022 1:12:48 p.m.:490,CaliberationScene,30,0.06682207,0.4543608,0.2998822,-1,4.391754,teleport_marker_mesh,0.0235649365931749,0.0582682080566883,0.0273418389260769,0.0815201103687286,0.101235866546631,0.06988425552845,
20/07/2022 1:12:48 p.m.:527,CaliberationScene,30,0.06682207,0.4404834,0.2876472,-1,4.391754,teleport_marker_mesh,0.0235649365931749,0.0582682080566883,0.0273418389260769,0.0815201103687286,0.101235866546631,0.06988425552845,
20/07/2022 1:12:48 p.m.:548,CaliberationScene,30,0.06726607,0.4404834,0.2876472,-1,4.391754,teleport_marker_mesh,0.0235649365931749,0.0582682080566883,0.0273418389260769,0.0815201103687286,0.101235866546631,0.06988425552845,
20/07/2022 1:12:48 p.m.:593,CaliberationScene,30,0.06682207,0.4404834,0.2876472,-1,4.391754,teleport_marker_mesh,0.0235649365931749,0.0582682080566883,0.0273418389260769,-0.0155039401724935,-0.0288876052945852,-0.0879658684134483,
20/07/2022 1:12:48 p.m.:618,CaliberationScene,30,0.06682207,0.4404834,0.2876472,-1,4.391754,teleport_marker_mesh,-0.0282605309039354,0.0247514247894287,-0.0921789705753326,-0.0155039401724935,-0.0288876052945852,-0.0879658684134483,
20/07/2022 1:12:48 p.m.:642,CaliberationScene,30,0.06682207,0.4263327,0.2937617,-1,4.391754,teleport_marker_mesh,-0.0282605309039354,0.0247514247894287,-0.0921789705753326,-0.0155039401724935,-0.0288876052945852,-0.0879658684134483,
20/07/2022 1:12:48 p.m.:665,CaliberationScene,30,0.06682207,0.4263327,0.2937617,-1,4.391754,teleport_marker_mesh,-0.0282605309039354,0.0247514247894287,-0.0921789705753326,-0.0155039401724935,-0.0288876052945852,-0.0879658684134483,
20/07/2022 1:12:48 p.m.:686,CaliberationScene,30,0.06682207,0.4263327,0.2937617,-1,4.391754,teleport_marker_mesh,-0.0282605309039354,0.0247514247894287,-0.0921789705753326,-0.0121653042733669,-0.0401775948703289,-0.104331627488136,
20/07/2022 1:12:48 p.m.:716,CaliberationScene,30,0.06726607,0.4263327,0.2937617,-1,4.391754,teleport_marker_mesh,-0.107258521020412,-0.109273046255112,-0.0701195821166039,-0.0121653042733669,-0.0401775948703289,-0.104331627488136,
20/07/2022 1:12:48 p.m.:752,CaliberationScene,30,0.06682207,0.4263327,0.2937617,-1,4.391754,teleport_marker_mesh,-0.107258521020412,-0.109273046255112,-0.0701195821166039,-0.0121653042733669,-0.0401775948703289,-0.104331627488136,
20/07/2022 1:12:48 p.m.:774,CaliberationScene,30,0.06682207,0.4170002,0.321262,-1,4.391754,teleport_marker_mesh,-0.107258521020412,-0.109273046255112,-0.0701195821166039,-0.0581469349563122,-0.15603218972683,0.0348919257521629,
20/07/2022 1:12:48 p.m.:797,CaliberationScene,30,0.06682207,0.4170002,0.321262,-1,4.391754,teleport_marker_mesh,-0.0711904391646385,-0.136830493807793,-0.0546618551015854,-0.0581469349563122,-0.15603218972683,0.0348919257521629,
20/07/2022 1:12:48 p.m.:830,CaliberationScene,30,0.06682207,0.4170002,0.321262,-1,4.391754,teleport_marker_mesh,-0.0711904391646385,-0.136830493807793,-0.0546618551015854,-0.0581469349563122,-0.15603218972683,0.0348919257521629,
