Timestamp,collidingObject,HeartRate,CognitiveLoad,Attention,Relaxation,leftPupilDialation,rightPupilDialation,Condition,AF3,AF4,FP1,FP2,AF7,AF8,
20/07/2022 10:32:46 a.m.:847,,66,0.7927628,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:46 a.m.:886,,66,0.7923188,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:46 a.m.:927,,66,0.7918748,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:46 a.m.:950,,66,0.7701188,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:46 a.m.:974,,66,0.7696748,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:46 a.m.:996,,70,0.7692308,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:18,,70,0.7696748,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:42,,70,0.7683428,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:64,,70,0.7647908,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:102,,70,0.7585748,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:128,,70,0.7576867,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:150,,70,0.7594628,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:171,,70,0.7607948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:194,,70,0.7607948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:214,,70,0.7603508,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:246,,70,0.7590188,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:269,,70,0.7496948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:294,,70,0.7496948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:317,,70,0.7496948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:338,,70,0.7492508,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:363,,70,0.7501388,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:390,,70,0.7496948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:411,,70,0.7496948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:435,,70,0.7496948,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:456,,70,0.7390388,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:476,,70,0.7368187,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:500,,70,0.7363747,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
20/07/2022 10:32:47 a.m.:526,,70,0.7332667,0.9999999,0,0,0,CaliberationScene,0.0253486055880785,-0.0276132505387068,-0.0538417883217335,-0.0394950844347477,-0.0339884757995605,-0.0507619492709637,
