TimeStamp,HeartRate,GSR,Attention,leftPupilDialation,rightPupilDialation,collidingObjectName,
15/07/2022 8:20:39 a.m.:864,77,0,0,0,0,,
15/07/2022 8:20:39 a.m.:914,77,0,0,0,0,,
15/07/2022 8:20:39 a.m.:947,77,0,0,0,0,,
15/07/2022 8:20:39 a.m.:979,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:6,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:38,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:63,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:90,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:123,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:156,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:196,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:223,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:257,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:290,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:326,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:361,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:389,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:423,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:455,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:492,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:528,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:555,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:589,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:623,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:658,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:693,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:722,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:757,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:790,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:823,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:857,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:889,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:923,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:955,77,0,0,0,0,,
15/07/2022 8:20:40 a.m.:989,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:22,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:56,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:89,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:115,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:140,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:173,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:201,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:227,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:253,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:287,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:328,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:357,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:384,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:418,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:455,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:494,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:540,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:564,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:597,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:631,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:655,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:687,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:724,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:756,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:789,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:828,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:865,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:890,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:914,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:938,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:962,77,0,0,0,0,,
15/07/2022 8:20:41 a.m.:993,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:21,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:55,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:89,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:126,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:156,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:189,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:221,77,0,0,0,0,,
15/07/2022 8:20:42 a.m.:255,77,0,0,0,0,,
,,,,,,,
15/07/2022 8:20:52 a.m.:279,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:323,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:361,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:402,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:489,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:672,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:761,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:786,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:808,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:846,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:876,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:909,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:942,77,0,0,0,0,,
15/07/2022 8:20:52 a.m.:976,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:12,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:43,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:76,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:109,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:142,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:183,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:209,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:242,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:276,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:312,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:350,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:376,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:409,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:443,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:465,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:490,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:509,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:531,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:553,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:575,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:597,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:621,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:645,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:668,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:687,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:709,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:731,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:754,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:774,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:800,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:823,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:842,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:864,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:886,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:909,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:930,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:956,77,0,0,0,0,,
15/07/2022 8:20:53 a.m.:978,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:3,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:19,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:41,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:63,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:85,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:107,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:139,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:158,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:176,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:196,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:219,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:240,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:271,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:287,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:308,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:329,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:352,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:374,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:404,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:422,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:442,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:463,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:486,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:508,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:533,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:553,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:576,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:598,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:620,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:641,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:663,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:691,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:714,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:733,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:754,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:774,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:798,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:819,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:849,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:867,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:888,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:907,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:932,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:949,77,0,0,0,0,,
15/07/2022 8:20:54 a.m.:984,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:1,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:17,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:36,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:51,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:67,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:84,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:110,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:126,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:143,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:160,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:177,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:196,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:219,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:244,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:266,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:285,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:307,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:329,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:352,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:385,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:401,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:419,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:441,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:462,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:484,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:516,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:535,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:552,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:573,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:595,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:618,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:643,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:662,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:685,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:707,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:730,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:752,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:782,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:800,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:819,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:842,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:862,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:884,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:910,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:933,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:948,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:964,77,0,0,0,0,,
15/07/2022 8:20:55 a.m.:983,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:0,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:17,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:36,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:59,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:81,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:97,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:118,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:140,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:163,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:190,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:210,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:229,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:251,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:273,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:295,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:327,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:345,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:363,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:384,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:408,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:430,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:454,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:481,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:499,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:519,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:540,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:562,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:584,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:611,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:632,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:651,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:673,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:695,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:719,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:746,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:770,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:795,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:815,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:833,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:851,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:871,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:891,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:915,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:935,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:955,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:974,77,0,0,0,0,,
15/07/2022 8:20:56 a.m.:993,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:9,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:31,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:53,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:72,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:95,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:117,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:139,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:164,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:203,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:220,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:238,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:259,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:284,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:305,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:330,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:350,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:370,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:386,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:405,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:428,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:451,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:475,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:495,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:517,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:540,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:562,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:585,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:610,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:632,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:653,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:673,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:695,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:717,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:745,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:774,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:808,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:835,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:853,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:875,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:902,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:919,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:938,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:961,77,0,0,0,0,,
15/07/2022 8:20:57 a.m.:984,77,0,0,0,0,,
15/07/2022 8:20:58 a.m.:5,77,0,0,0,0,,
15/07/2022 8:20:58 a.m.:31,77,0,0,0,0,,
15/07/2022 8:20:58 a.m.:50,77,0,0,0,0,,
15/07/2022 8:20:58 a.m.:74,77,0,0,0,0,,
15/07/2022 8:20:58 a.m.:95,77,0,0,0,0,,
