Timestamp,HeartRate,CognitiveLoad,Attention,leftPupilDialation,rightPupilDialation,collidingObject,
15/07/2022 9:40:15 a.m.:140,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:156,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:173,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:189,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:205,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:220,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:235,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:259,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:275,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:289,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:307,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:324,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:347,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:377,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:394,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:412,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:436,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:457,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:479,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:508,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:525,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:546,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:568,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:591,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:613,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:639,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:661,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:679,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:703,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:724,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:748,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:777,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:792,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:813,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:835,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:857,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:879,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:907,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:924,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:946,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:969,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:15 a.m.:990,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:14,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:41,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:57,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:75,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:93,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:113,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:129,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:145,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:168,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:183,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:201,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:223,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:246,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:268,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:295,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:314,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:335,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:356,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:379,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:402,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:431,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:449,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:469,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:490,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:513,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:536,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:563,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:579,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:601,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:624,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:646,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:669,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:696,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:713,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:737,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:757,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:779,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:805,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:828,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:845,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:867,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:890,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:913,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:935,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:959,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:974,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:16 a.m.:992,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:9,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:26,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:43,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:60,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:85,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:103,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:119,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:135,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:154,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:170,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:185,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:209,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:225,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:246,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:268,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:290,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:312,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:339,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:357,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:378,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:401,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:424,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:445,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:473,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:490,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:512,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:536,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:556,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:579,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:606,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:623,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:646,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:667,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:690,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:712,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:739,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:756,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:779,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:801,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:824,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:855,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:872,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:890,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:912,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:935,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:957,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:17 a.m.:985,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:1,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:17,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:32,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:51,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:68,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:84,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:110,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:129,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:145,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:161,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:176,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:193,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:210,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:234,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:257,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:279,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:300,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:323,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:345,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:367,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:394,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:412,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:434,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:456,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:479,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:510,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:526,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:546,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:567,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:590,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:612,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:639,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:656,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:678,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:700,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:723,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:744,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:771,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:788,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:811,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:833,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:855,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:879,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:905,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:925,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:944,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:967,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:18 a.m.:989,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:11,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:37,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:53,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:69,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:85,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:102,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:120,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:137,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:153,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:178,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:195,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:212,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:233,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:255,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:278,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:308,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:324,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:345,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:368,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:390,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:415,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:440,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:458,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:478,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:500,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:522,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:544,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:573,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:589,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:612,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:633,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:655,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:678,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:705,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:721,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:745,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:767,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:789,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:811,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:839,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:859,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:879,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:896,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:914,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:933,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:949,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:977,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:19 a.m.:993,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:8,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:25,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:41,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:56,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:71,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:95,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:114,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:132,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:147,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:166,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:188,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:218,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:233,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:254,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:277,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:299,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:321,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:350,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:367,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:388,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:410,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:432,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:455,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:485,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:501,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:521,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:543,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:566,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:587,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:615,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:632,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:655,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:677,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:699,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:721,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:751,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:766,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:788,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:811,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:833,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:854,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:882,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:904,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:925,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:941,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:955,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:971,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:20 a.m.:987,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:2,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:18,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:41,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:56,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:76,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:98,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:121,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:143,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:170,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:188,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:210,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:232,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:254,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:280,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:303,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:320,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:343,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:365,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:388,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:418,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:436,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:455,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:21 a.m.:477,77,0,0,3.077759,2.87825,InstructionDialogue,
