TimeStamp,HeartRate,GSR,Attention,leftPupilDialation,rightPupilDialation,collidingObjectName,
15/07/2022 8:11:50 a.m.:68,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:95,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:122,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:148,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:174,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:211,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:241,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:274,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:308,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:349,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:374,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:408,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:442,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:475,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:510,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:541,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:575,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:608,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:641,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:676,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:708,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:741,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:774,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:816,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:841,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:874,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:908,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:944,77.34,14.2,0,0,0,,
15/07/2022 8:11:50 a.m.:976,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:8,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:41,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:74,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:115,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:141,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:173,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:207,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:230,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:265,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:289,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:311,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:336,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:360,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:388,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:417,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:441,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:465,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:489,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:514,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:549,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:574,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:598,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:624,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:649,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:676,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:707,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:732,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:755,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:777,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:803,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:830,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:859,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:884,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:908,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:932,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:954,77.34,14.2,0,0,0,,
15/07/2022 8:11:51 a.m.:987,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:10,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:35,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:59,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:84,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:108,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:138,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:166,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:190,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:216,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:241,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:265,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:301,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:326,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:350,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:375,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:401,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:430,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:462,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:487,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:511,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:539,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:564,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:590,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:624,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:651,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:684,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:718,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:758,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:796,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:820,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:851,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:887,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:919,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:951,77.34,14.2,0,0,0,,
15/07/2022 8:11:52 a.m.:984,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:18,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:51,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:85,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:117,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:151,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:184,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:226,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:252,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:284,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:317,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:352,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:384,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:418,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:451,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:484,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:525,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:551,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:584,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:618,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:652,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:681,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:706,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:731,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:754,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:780,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:803,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:833,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:855,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:882,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:906,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:929,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:955,77.34,14.2,0,0,0,,
15/07/2022 8:11:53 a.m.:985,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:8,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:31,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:53,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:76,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:99,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:134,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:159,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:185,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:209,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:234,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:259,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:290,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:315,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:340,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:363,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:386,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:409,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:438,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:463,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:486,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:510,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:534,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:559,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:589,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:613,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:640,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:665,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:688,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:719,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:743,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:767,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:792,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:818,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:843,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:874,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:897,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:921,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:947,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:971,77.34,14.2,0,0,0,,
15/07/2022 8:11:54 a.m.:997,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:27,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:51,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:74,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:97,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:119,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:146,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:175,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:211,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:235,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:261,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:284,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:307,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:330,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:364,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:388,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:414,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:439,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:465,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:495,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:528,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:553,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:581,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:606,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:634,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:661,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:689,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:716,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:750,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:784,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:817,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:850,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:883,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:916,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:951,77.34,14.2,0,0,0,,
15/07/2022 8:11:55 a.m.:991,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:27,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:50,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:83,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:120,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:150,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:183,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:216,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:250,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:290,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:324,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:353,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:382,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:419,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:456,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:483,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:516,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:549,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:588,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:616,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:649,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:682,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:716,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:747,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:780,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:806,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:839,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:865,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:893,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:916,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:940,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:964,77.34,14.2,0,0,0,,
15/07/2022 8:11:56 a.m.:987,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:9,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:40,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:68,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:92,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:116,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:149,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:174,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:207,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:231,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:262,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:285,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:311,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:342,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:368,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:398,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:430,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:460,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:500,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:526,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:560,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:593,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:626,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:665,77.34,14.2,0,0,0,,
15/07/2022 8:11:57 a.m.:693,77.34,14.2,0,0,0,,
Assets/Scenes/MainScene.unity,Assets/Scenes/MainScene.unity,Assets/Scenes/MainScene.unity,Assets/Scenes/MainScene.unity,Assets/Scenes/MainScene.unity,Assets/Scenes/MainScene.unity,Assets/Scenes/MainScene.unity,
15/07/2022 8:12:00 a.m.:545,77.34,14.2,0,0,0,,
15/07/2022 8:12:00 a.m.:587,77.34,14.2,0,0,0,,
15/07/2022 8:12:00 a.m.:627,77.34,14.2,0,0,0,,
15/07/2022 8:12:00 a.m.:668,77.34,14.2,0,0,0,,
15/07/2022 8:12:00 a.m.:736,77.34,14.2,0,0,0,,
15/07/2022 8:12:00 a.m.:913,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:7,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:39,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:61,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:103,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:128,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:162,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:194,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:232,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:261,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:296,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:327,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:361,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:397,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:429,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:461,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:494,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:527,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:566,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:595,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:629,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:661,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:697,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:721,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:741,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:760,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:782,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:806,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:835,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:851,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:871,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:894,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:916,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:938,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:968,77.34,14.2,0,0,0,,
15/07/2022 8:12:01 a.m.:985,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:5,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:27,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:50,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:71,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:102,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:119,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:138,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:160,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:183,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:204,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:233,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:249,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:271,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:293,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:315,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:337,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:370,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:388,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:407,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:426,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:449,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:471,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:497,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:518,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:537,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:560,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:582,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:604,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:631,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:649,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:671,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:693,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:715,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:738,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:764,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:784,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:805,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:827,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:849,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:871,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:896,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:918,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:937,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:960,77.34,14.2,0,0,0,,
15/07/2022 8:12:02 a.m.:982,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:4,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:34,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:51,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:71,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:93,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:115,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:137,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:167,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:185,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:202,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:217,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:234,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:251,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:268,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:291,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:311,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:327,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:348,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:371,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:393,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:415,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:445,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:462,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:482,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:504,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:533,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:550,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:576,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:598,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:616,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:638,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:661,77.34,14.2,0,0,0,,
15/07/2022 8:12:03 a.m.:684,77.34,14.2,0,0,0,,
