TimeStamp,HeartRate,GSR,Attention,leftPupilDialation,rightPupilDialation,rightPupilDialation,collidingObjectName,
13/07/2022 11:18:31 p.m.:905,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:915,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:927,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:938,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:949,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:960,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:971,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:982,0.61,0.7,0,0,0,,,
13/07/2022 11:18:31 p.m.:994,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:5,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:16,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:26,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:38,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:49,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:60,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:71,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:82,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:93,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:106,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:118,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:127,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:138,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:150,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:165,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:180,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:194,0.61,0.7,0,0,0,,,
13/07/2022 11:18:32 p.m.:210,0.61,0.7,0.07,0,0,,,
13/07/2022 11:18:32 p.m.:227,0.61,0.7,0.16,0,0,,,
13/07/2022 11:18:32 p.m.:242,0.61,0.7,0.23,0,0,,,
13/07/2022 11:18:32 p.m.:257,0.61,0.7,0.29,0,0,,,
13/07/2022 11:18:32 p.m.:278,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:291,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:298,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:306,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:316,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:329,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:338,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:352,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:361,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:372,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:383,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:394,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:405,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:416,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:427,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:440,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:454,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:460,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:472,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:482,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:495,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:507,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:515,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:527,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:538,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:549,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:569,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:576,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:584,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:594,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:604,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:615,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:626,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:638,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:649,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:660,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:671,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:682,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:694,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:704,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:715,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:727,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:738,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:749,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:761,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:772,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:783,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:794,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:806,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:817,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:828,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:839,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:850,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:861,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:874,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:885,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:895,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:905,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:917,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:929,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:943,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:958,0.61,0.7,0.33,0,0,,,
13/07/2022 11:18:32 p.m.:973,0.61,0.7,0.33,0.25,0,,,
13/07/2022 11:18:32 p.m.:987,0.61,0.7,0.33,0.44,0,,,
13/07/2022 11:18:33 p.m.:2,0.61,0.7,0.33,0.78,0,,,
13/07/2022 11:18:33 p.m.:17,0.61,0.7,0.33,0.99,0,,,
13/07/2022 11:18:33 p.m.:33,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:47,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:54,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:63,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:74,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:82,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:93,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:104,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:115,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:126,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:138,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:148,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:160,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:175,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:182,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:196,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:205,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:215,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:227,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:238,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:250,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:261,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:272,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:286,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:294,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:304,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:315,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:326,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:338,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:348,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:361,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:370,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:381,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:393,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:404,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:414,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:426,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:437,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:448,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:460,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:470,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:482,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:493,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:504,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:516,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:527,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:539,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:550,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:562,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:573,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:584,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:599,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:611,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:619,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:629,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:640,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:652,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:664,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:680,0.61,0.7,0.33,1.05,0,,,
13/07/2022 11:18:33 p.m.:693,0.61,0.7,0.33,1.05,0.12,,,
13/07/2022 11:18:33 p.m.:709,0.61,0.7,0.33,1.05,0.25,,,
13/07/2022 11:18:33 p.m.:723,0.61,0.7,0.33,1.05,0.34,,,
13/07/2022 11:18:33 p.m.:740,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:752,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:759,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:770,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:781,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:793,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:804,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:815,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:827,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:837,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:851,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:860,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:871,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:882,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:896,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:909,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:922,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:929,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:939,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:948,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:960,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:971,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:981,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:33 p.m.:993,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:4,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:15,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:25,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:41,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:57,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:68,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:73,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:82,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:93,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:104,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:115,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:127,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:140,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:150,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:159,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:170,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:181,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:193,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:203,0.61,0.7,0.33,1.05,0.41,,,
13/07/2022 11:18:34 p.m.:224,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:239,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:248,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:259,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:271,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:281,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:292,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:303,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:314,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:329,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:337,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:348,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:363,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:370,0.61,0.7,0.33,1.05,0.41,a,,
13/07/2022 11:18:34 p.m.:383,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:398,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:404,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:414,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:426,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:436,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:447,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:459,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:470,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:481,0.61,0.7,0.33,1.05,0.41,as,,
13/07/2022 11:18:34 p.m.:495,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:509,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:522,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:528,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:537,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:548,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:560,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:571,0.61,0.7,0.33,1.05,0.41,asd,,
13/07/2022 11:18:34 p.m.:586,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:602,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:610,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:616,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:625,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:637,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:648,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:659,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:670,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:683,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:692,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:707,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:714,0.61,0.7,0.33,1.05,0.41,asda,,
13/07/2022 11:18:34 p.m.:728,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:741,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:748,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:759,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:771,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:781,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:792,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:804,0.61,0.7,0.33,1.05,0.41,asdad,,
13/07/2022 11:18:34 p.m.:817,0.61,0.7,0.33,1.05,0.41,asdads,,
13/07/2022 11:18:34 p.m.:830,0.61,0.7,0.33,1.05,0.41,asdads,,
13/07/2022 11:18:34 p.m.:846,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:858,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:864,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:871,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:880,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:893,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:903,0.61,0.7,0.33,1.05,0.41,asdadsa,,
13/07/2022 11:18:34 p.m.:918,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:932,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:938,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:947,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:959,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:970,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:982,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:34 p.m.:995,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:4,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:14,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:26,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:37,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:50,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:59,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:71,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:82,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:94,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:104,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:115,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:126,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:141,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:149,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:159,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:171,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:181,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:192,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:204,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:214,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:226,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:238,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:248,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:259,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:269,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:281,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:292,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:303,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:315,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:326,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:337,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:349,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:362,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:372,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:384,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:396,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:406,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:418,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:429,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:441,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:452,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:463,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:474,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:489,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:497,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:509,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:520,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:530,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:542,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:553,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:565,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:579,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:586,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:595,0.61,0.7,0.33,1.05,0.41,asdadsad,,
13/07/2022 11:18:35 p.m.:606,0.61,0.7,0.33,1.05,0.41,asdadsad,,
