Timestamp,collidingObject,HeartRate,CognitiveLoad,Attention,Relaxation,leftPupilDialation,rightPupilDialation,Condition,AF3,AF4,FP1,FP2,AF7,AF8,
19/07/2022 6:47:02 p.m.:156,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:204,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:241,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:263,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:293,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:328,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:350,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:372,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:397,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:426,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:447,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:473,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:496,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:516,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:539,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:562,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:584,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
19/07/2022 6:47:02 p.m.:604,,77,0,0.7228315,0.2871624,0,0,0.481280535459518,-0.5,0.404173046350479,0.325859755277634,0.49961718916893,0.423469752073288,,
